id,WEEK,DATE,REGION,TWAMP,SITE_ID,SITE_NAME,PRIORITY,PROGRAM_MAPPING,TRANSPORT_OWNER,VLAN_U,TRANSPORT,SITE_HUB,DATEK,LINK_ROUTE,SUSPECT,SUSPECT_CATEGORY,RECOMMENDATION_ACTION,ASSESSMENT_STATUS,ACTIVITY_STATUS,QUALITY_STATUS_WEEKLY,FINAL_STATUS,evidence,created_at,updated_at,updated_by,signed_year,date_ran,week_ran
26,52,2021-12-30,01-SUMBAGUT,HUAWEI,LBP125,LBP125MM_DESAPAKUTEL,P4,Red Transport 2021 & Unlock BW Limiting,TELKOMSEL,2431,#N/A,#N/A,GPON00-D1-GLG-2 0/1/11/23 ME-D1-TJRA lag-3,LBP125(RADIO);LBP553(FO),#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
27,52,2021-12-30,01-SUMBAGUT,HUAWEI,LBP414,LBP414MD_DESAJAMBUDMT,P2,No Program,TELKOM,2419,#N/A,TBT087,#N/A,#N/A,0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
28,52,2021-12-30,01-SUMBAGUT,HUAWEI,LBP574,LBP574MM_SENAYANKIN,P1,Red Transport 2021,TELKOM,2113,#N/A,LBP100,GPON00-D1-SRA-3 1/7/16/1 ME-D1-TMUA-SBB lag-2,LBP574(RADIO);LBP100(RADIO);LBP049(RADIO),AMM6P C Faulty disisi LBP100. Action Replaced 1 set AMM6P C,0,0,DONE,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
29,52,2021-12-30,01-SUMBAGUT,HUAWEI,LBP696,LBP696MM_MANGGADUATBG,P2,No Program,TELKOM,2110,#N/A,MDN989,GPON00-D1-SRA-3 1/2/1/5 ME-D1-TMUA-SBB lag-2,LBP696(RADIO);LBP911(RADIO);LBP185(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
30,52,2021-12-30,01-SUMBAGUT,HUAWEI,LBP775,LBP775MD_DESAMALASORIDMT,P1,Red Transport 2021,TELKOM,2419,#N/A,LBP099,#N/A,#N/A,Connector Coaxial di site LBP099 Faulty. Action Replaced Connector Coax,0,0,DONE,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
31,52,2021-12-30,01-SUMBAGUT,HUAWEI,LBP858,LBP858MD_SIBARAUNS1,P2,No Program,TELKOM,2419,#N/A,TBT087,#N/A,#N/A,0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
32,52,2021-12-30,01-SUMBAGUT,EID,LBP942,LBP942MM1-SILAU-DUNIA,P3,No Program,TELKOM,2401,#N/A,TBT087,#N/A,#N/A,0,0,0,OPEN,OPEN,CLEAR,CLOSED,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
33,52,2021-12-30,01-SUMBAGUT,EID,LGS046,LGS046MM2-LOKOP,P2,Red Transport 2021,TELKOM,3590,#N/A,JHO001,#N/A,#N/A,0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
34,52,2021-12-30,01-SUMBAGUT,EID,LGS093,LGS093MM2-JAMBO-LABU,P4,No Program,TELKOMSEL,2410,#N/A,#N/A,GPON01-D1-LGS-2 0/8/2/40 ME-D1-LGSA lag-2,LGS093(RADIO);KRB727(RADIO);KRB144(FO),#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
35,52,2021-12-30,01-SUMBAGUT,EID,MAK044,MAK044MM1-BABAHROT,P4,Red Transport 2021,TELKOMSEL,0,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,OPEN,OPEN,SPIKE,CLOSED,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
36,52,2021-12-30,01-SUMBAGUT,EID,MAK067,MAK067MM1-ALUE-BATA,P4,No Program,TELKOMSEL,3629,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,OPEN,OPEN,SPIKE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
37,52,2021-12-30,01-SUMBAGUT,EID,MAK129,MAK129MM1-LUENG-KEUBEU-JAGAT,P4,No Program,TELKOMSEL,0,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
38,52,2021-12-30,01-SUMBAGUT,EID,MAK130,MAK130MM1-UJONG-KRUENG,P4,No Program,TELKOMSEL,0,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
39,52,2021-12-30,01-SUMBAGUT,EID,MAK132,MAK132MM1-TRIPA,P1,Red Transport 2021,TELKOM,2408,RADIO,MAK237,#N/A,#N/A,"MINI-LINK CN510 R2 Faulty disisi MAK132, Action Replaced ML-CN",0,0,DONE,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
40,52,2021-12-30,01-SUMBAGUT,EID,MAK139,MAK139MM1-KUALA-TERIPA,P4,No Program,TELKOMSEL,0,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,OPEN,OPEN,SPIKE,CLOSED,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
41,52,2021-12-30,01-SUMBAGUT,EID,MAK237,MAK237MM1-REP-LAMMIE-HUB-TEL,P4,No Program,TELKOMSEL,3622,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
42,52,2021-12-30,01-SUMBAGUT,EID,MAK754,MAK754MM1-TADO-RAYA-HUB-TEL,P2,No Program,TELKOM,3630,#N/A,MAK751,ME-D1-LMIA 1/1/3 IP ONT 10.199.23.211,#N/A,0,0,0,OPEN,OPEN,SPIKE,CLOSED,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
43,52,2021-12-30,01-SUMBAGUT,EID,MBO014,MBO014MM1-KABU,P4,No Program,TELKOMSEL,3630,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
44,52,2021-12-30,01-SUMBAGUT,EID,MBO014,MBO014MM2-KABU,P4,No Program,TELKOMSEL,3630,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,OPEN,OPEN,SPIKE,CLOSED,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
45,52,2021-12-30,01-SUMBAGUT,EID,NAD086,NAD086MM1-KEUDAH,P2,No Program,TELKOM,2402,#N/A,JHO001,GPON01-D1-BNA-2 0/2/9/0 ME-D1-BNAC lag-5,NAD086(FO),0,0,0,OPEN,OPEN,SPIKE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
46,52,2021-12-30,01-SUMBAGUT,EID,PMR735,PMR735MM1-PANOMBEAN-HUTA-URUNG,P3,No Program,TELKOM,2491,#N/A,PMS267,GPON01-D1-PMS-2 0/17/12/20 ME-D1-PMSC lag-5,PMR735(RADIO);PMR860(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
47,52,2021-12-30,01-SUMBAGUT,EID,PMR999,PMR999MM1-DOLOK-PARMONANGAN-PRAPAT,P3,No Program,TELKOM,2458,#N/A,PMS267,#N/A,#N/A,0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
48,52,2021-12-30,01-SUMBAGUT,EID,PSP080,PSP080MM2-SIPIROK-BARU,P2,No Program,TELKOM,3610,#N/A,PSP962,"  ME-D1-GNTA ME-D1-GNTA_sap:lag-4:3191
",PSP080(RADIO);PSP532(RADIO);PSP946(FO),0,0,0,OPEN,OPEN,SPIKE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
49,52,2021-12-30,01-SUMBAGUT,EID,PSP330,PSP330MM2-DESA-SIJANTUNG-JULU,P4,No Program,TELKOMSEL,0,#N/A,#N/A,"  ME-D1-GNTA ME-D1-GNTA_sap:lag-4:3192
",PSP330(RADIO);PSP513(RADIO);RAP831(RADIO);RAP830(RADIO);PSP532(RADIO);PSP946(FO),#N/A,0,#N/A,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
50,52,2021-12-30,01-SUMBAGUT,EID,PSP375,PSP375MM1-DESA-DAMPARAN,P3,No Program,TELKOM,2471,#N/A,PSP962,GPON01-D1-SIP-3 1/2/4/1 ME3-D1-PUBA lag-2,PSP375(RADIO);PSP516(RADIO);PSP842(RADIO),0,0,0,OPEN,OPEN,SPIKE,CLOSED,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
51,52,2021-12-30,01-SUMBAGUT,EID,PSP375,PSP375MM2-DESA-DAMPARAN,P2,No Program,TELKOM,2471,#N/A,PSP962,GPON01-D1-SIP-3 1/2/4/1 ME3-D1-PUBA lag-2,PSP375(RADIO);PSP516(RADIO);PSP842(RADIO),0,0,0,OPEN,OPEN,SPIKE,CLOSED,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
52,52,2021-12-30,01-SUMBAGUT,EID,PSP382,PSP382MM1-BUNGA-BONDAR,P4,No Program,TELKOMSEL,2487,#N/A,#N/A,GPON01-D1-SIP-3 1/2/4/1 ME3-D1-PUBA lag-2,PSP382(RADIO);PSP925(RADIO),#N/A,0,#N/A,OPEN,OPEN,SPIKE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
53,52,2021-12-30,01-SUMBAGUT,EID,PSP382,PSP382MM2-BUNGA-BONDAR,P4,No Program,TELKOMSEL,2487,#N/A,#N/A,GPON01-D1-SIP-3 1/2/4/1 ME3-D1-PUBA lag-2,PSP382(RADIO);PSP925(RADIO),#N/A,0,#N/A,OPEN,OPEN,SPIKE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
54,52,2021-12-30,01-SUMBAGUT,EID,PSP439,PSP439MM1-BATANG-PANE-I,P1,Red Transport 2021,TELKOM,2463,RADIO,PSP531,"  ME-D1-GNTA ME-D1-GNTA_sap:lag-4:2463
",PSP439(RADIO);PSP531(RADIO);PSP532(RADIO);PSP946(FO),Modul RMM Faulty di site PSP439. Action Replaced Modul RMM dan Inject lisence di site PSP539,0,0,DONE,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
55,52,2021-12-30,01-SUMBAGUT,EID,PSP516,PSP516MM1-SAIPAR-DOLOK-HOLE,P4,Red Transport 2021,TELKOMSEL,2448,#N/A,#N/A,GPON01-D1-SIP-3 1/2/4/1 ME3-D1-PUBA lag-2,PSP516(RADIO);PSP842(RADIO),#N/A,0,#N/A,OPEN,OPEN,SPIKE,CLOSED,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
56,52,2021-12-30,01-SUMBAGUT,EID,PSP516,PSP516MM2-SAIPAR-DOLOK-HOLE,P4,Red Transport 2021,TELKOMSEL,2448,#N/A,#N/A,GPON01-D1-SIP-3 1/2/4/1 ME3-D1-PUBA lag-2,PSP516(RADIO);PSP842(RADIO),#N/A,0,#N/A,OPEN,OPEN,SPIKE,CLOSED,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
57,52,2021-12-30,01-SUMBAGUT,EID,PSP525,PSP525MM1-ARSE,P3,No Program,TELKOM,3601,#N/A,PSP962,GPON01-D1-SIP-3 1/2/4/1 ME3-D1-PUBA lag-2,PSP525(RADIO);PSP925(RADIO),0,0,0,OPEN,OPEN,SPIKE,CLOSED,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
58,52,2021-12-30,01-SUMBAGUT,EID,PSP525,PSP525MM2-ARSE,P3,No Program,TELKOM,3601,#N/A,PSP962,GPON01-D1-SIP-3 1/2/4/1 ME3-D1-PUBA lag-2,PSP525(RADIO);PSP925(RADIO),0,0,0,OPEN,OPEN,SPIKE,CLOSED,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
59,52,2021-12-30,01-SUMBAGUT,EID,PSP532,PSP532MM2-HURISTAK-HUB,P2,No Program,TELKOM,0,#N/A,PMS267,"  ME-D1-GNTA ME-D1-GNTA_sap:lag-4:2463
",PSP532(RADIO);PSP946(FO),0,0,0,OPEN,OPEN,SPIKE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
60,52,2021-12-30,01-SUMBAGUT,EID,PSP572,PSP572MM1-KOLAM-JAWA,P1,Red Transport 2021,TELKOM,2471,#N/A,PSP516,GPON01-D1-SIP-3 1/2/4/1 ME3-D1-PUBA lag-2,PSP572(RADIO);PSP925(RADIO),error code second (ES)=1. Mini Link CN R2 Faulty di site PSP516. akibat tersambar petir Action Replaced ML-CN R2,0,0,DONE,OPEN,SPIKE,CLOSED,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
61,52,2021-12-30,01-SUMBAGUT,EID,PSP593,PSP593MM1-BATANG-BARUHAR-JULU,P1,Red Transport 2021,TELKOM,2210,RADIO,PSP962,#N/A,#N/A,MINI-LINK CN510 R2 Faulty disisi PSP593. Action Replaced ML-CN,0,0,DONE,OPEN,SPIKE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
62,52,2021-12-30,01-SUMBAGUT,EID,PSP593,PSP593MM2-BATANG-BARUHAR-JULU,P1,Red Transport 2021,TELKOM,2210,RADIO,PSP528,#N/A,#N/A,MINI-LINK CN510 R2 Faulty disisi PSP593. Action Replaced ML-CN,0,0,DONE,OPEN,SPIKE,CLOSED,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
63,52,2021-12-30,01-SUMBAGUT,EID,PSP701,PSP701MM1-SIALAGUNDI,P4,No Program,TELKOMSEL,2463,#N/A,#N/A,"  ME-D1-GNTA ME-D1-GNTA_sap:lag-4:2463
",PSP701(RADIO);PSP532(RADIO);PSP946(FO),#N/A,0,#N/A,OPEN,OPEN,SPIKE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
64,52,2021-12-30,01-SUMBAGUT,EID,PSP701,PSP701MM2-SIALAGUNDI,P4,No Program,TELKOMSEL,2463,#N/A,#N/A,"  ME-D1-GNTA ME-D1-GNTA_sap:lag-4:2463
",PSP701(RADIO);PSP532(RADIO);PSP946(FO),#N/A,0,#N/A,OPEN,OPEN,SPIKE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
65,52,2021-12-30,01-SUMBAGUT,EID,PSP702,PSP702MM1-TANJUNG-MARIA,P3,No Program,TELKOM,2407,#N/A,PMS267,"  ME-D1-GNTA ME-D1-GNTA_sap:lag-4:3191
",PSP702(RADIO);PSP701(RADIO);PSP532(RADIO);PSP946(FO),0,0,0,OPEN,OPEN,CONSECUTIVE,OPEN,NULL,2022-03-21 06:29:44,2022-03-21 06:29:44,NULL,2022,NULL,NULL
